id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id0376399,2,5/31/2016 14:54,5/31/2016 15:36,1,-73.96965027,40.78998184,-73.96945953,40.78913879,N,2571
id2073192,2,4/18/2016 11:57,4/18/2016 12:30,3,-73.99861145,40.72616959,-73.97637939,40.76525879,N,1953
id1870567,2,1/13/2016 10:51,1/13/2016 11:03,6,-73.98863983,40.76906967,-73.98793793,40.75540924,N,713
id3487334,2,4/10/2016 3:02,4/10/2016 3:11,1,-74.00234985,40.7336998,-73.99265289,40.7532196,N,506
id2027835,2,5/1/2016 12:19,5/1/2016 12:32,1,-73.97866058,40.77269363,-73.97367859,40.75239563,N,794
id0275923,2,6/22/2016 5:17,6/22/2016 5:26,1,-73.96101379,40.76082993,-73.95540619,40.78789139,N,544
id1704652,1,6/7/2016 6:28,6/7/2016 6:38,1,-73.96343994,40.76176453,-73.98808289,40.73213196,N,617
id1678119,1,6/9/2016 18:42,6/9/2016 18:58,1,-73.99565125,40.75938797,-73.99995422,40.73974228,N,966
id2295534,2,5/24/2016 13:29,5/24/2016 13:32,1,-73.99223328,40.75899887,-73.99846649,40.75033188,N,207
id1824770,1,2/14/2016 17:32,2/14/2016 17:58,1,-73.9896698,40.7560997,-73.99343109,40.71895981,N,1614
id2652215,2,1/10/2016 17:14,1/10/2016 17:18,2,-73.97440338,40.78346634,-73.98278809,40.77197266,N,257
id3119240,2,3/31/2016 21:13,3/31/2016 21:21,1,-73.99201202,40.74876022,-74.00788879,40.740448,N,491
id2113905,1,6/28/2016 8:33,6/28/2016 8:35,2,-73.9927597,40.7485199,-73.99590302,40.7439537,N,105
id3487931,2,4/15/2016 21:26,4/15/2016 21:48,1,-73.99351501,40.75879669,-73.97937775,40.72760773,N,1278
id3795789,2,6/10/2016 15:26,6/10/2016 16:00,1,-73.87081909,40.77375031,-73.96691895,40.76680374,N,2024
id0341961,2,1/19/2016 16:08,1/19/2016 16:14,1,-73.9766922,40.7654686,-73.981987,40.77019119,N,371
id3733483,2,6/27/2016 21:14,6/27/2016 21:20,1,-73.99133301,40.7498436,-73.98103333,40.73974609,N,364
id0634161,1,4/18/2016 21:57,4/18/2016 21:58,1,-73.96440125,40.719841,-73.9644165,40.71994781,N,18
id2943109,2,3/25/2016 21:58,3/25/2016 22:07,5,-73.98526764,40.73826218,-73.99282074,40.74263,N,553
id1200916,1,6/2/2016 2:54,6/2/2016 3:09,1,-73.97924042,40.76194763,-73.92233276,40.76726532,N,896
id0679559,1,3/4/2016 17:24,3/4/2016 17:38,1,-73.98225403,40.77429962,-73.97142029,40.78619766,N,825
id0665313,2,6/4/2016 16:54,6/4/2016 16:58,1,-73.97026062,40.76423645,-73.95962524,40.76919174,N,246
id0822615,1,1/21/2016 13:48,1/21/2016 13:54,1,-73.97206879,40.7660675,-73.97567749,40.75875092,N,370
id3919890,2,2/23/2016 15:02,2/23/2016 15:13,1,-73.9897995,40.73544693,-74.00035095,40.74207687,N,681
id0775944,1,2/5/2016 21:51,2/5/2016 22:04,2,-73.98042297,40.75389862,-73.95684052,40.77146149,N,798
id2138963,1,6/29/2016 7:33,6/29/2016 7:42,1,-73.95198059,40.76953888,-73.97299194,40.75915146,N,570
id1280935,2,6/1/2016 10:39,6/1/2016 10:59,1,-74.00132751,40.73110962,-73.97811127,40.75143051,N,1153
id3099002,2,2/11/2016 21:31,2/11/2016 21:38,6,-74.00108337,40.72932434,-74.01087189,40.72022247,N,402
id2710275,2,2/29/2016 22:36,2/29/2016 22:43,2,-73.97464752,40.75532913,-73.98053741,40.77005005,N,421
id1064844,2,2/27/2016 20:59,2/27/2016 21:04,1,-73.99002075,40.73435593,-73.99294281,40.72706604,N,317
id0247690,2,4/25/2016 9:27,4/25/2016 9:38,1,-74.01464081,40.71667862,-73.99874878,40.72299957,N,693
id1990604,1,6/10/2016 9:57,6/10/2016 10:05,1,-73.9692688,40.76414108,-73.97891235,40.75117493,N,524
id3041142,2,1/16/2016 14:58,1/16/2016 15:03,2,-73.98236847,40.75157166,-73.99137878,40.73928833,N,297
id0151505,1,2/9/2016 23:17,2/9/2016 23:24,1,-73.98733521,40.75511551,-73.97887421,40.74282074,N,457
id0106290,2,3/30/2016 22:17,3/30/2016 22:37,3,-74.0026474,40.72885895,-73.9838028,40.77954865,N,1178
id0640565,1,1/14/2016 8:56,1/14/2016 9:23,1,-73.78974915,40.64688873,-73.98317719,40.57944489,N,1617
id2471089,2,4/11/2016 13:45,4/11/2016 13:51,1,-73.99482727,40.73181152,-74.00810242,40.73114014,N,357
id1036001,1,3/25/2016 17:03,3/25/2016 17:11,1,-73.96628571,40.76726532,-73.96907806,40.78524399,N,477
id0093672,2,4/29/2016 22:59,4/29/2016 23:09,1,-73.97409058,40.742939,-73.97853088,40.75976181,N,644
id3169925,2,1/14/2016 15:13,1/14/2016 15:36,2,-73.99712372,40.72264862,-73.98123169,40.75939941,N,1354
id3340496,1,1/10/2016 2:47,1/10/2016 2:58,3,-73.96516418,40.75524139,-73.98217773,40.76577759,N,635
id3130323,1,2/16/2016 11:51,2/16/2016 12:06,3,-73.98485565,40.74668884,-73.98227692,40.75453568,N,903
id1453311,2,2/28/2016 20:40,2/28/2016 20:47,1,-73.95719147,40.76922607,-73.97333527,40.75622559,N,412
id3241123,2,5/19/2016 14:57,5/19/2016 15:19,1,-73.96365356,40.76863098,-73.95246887,40.79233932,N,1321
id1814528,2,3/31/2016 13:31,3/31/2016 13:45,1,-73.97785187,40.75791931,-74.00295258,40.76031876,N,878
id3053048,2,6/22/2016 0:01,6/22/2016 0:13,6,-74.01534271,40.71044922,-74.00359344,40.72257996,N,713
id1074523,1,3/10/2016 7:55,3/10/2016 8:06,1,-73.97949982,40.75612259,-73.9719696,40.74345016,N,643
id2523321,1,5/14/2016 4:29,5/14/2016 4:47,2,-73.93966675,40.80038071,-73.98942566,40.73168182,N,1023
id3041473,2,1/27/2016 6:54,1/27/2016 7:03,1,-73.97331238,40.74826813,-73.97621918,40.74166107,N,546
id0345605,2,4/10/2016 12:06,4/10/2016 12:18,2,-74.0043335,40.70764923,-73.99453735,40.72608948,N,750
id1683168,2,6/21/2016 16:53,6/21/2016 17:12,1,-74.00691223,40.74186707,-73.99972534,40.7177887,N,1136
id1254659,2,4/21/2016 21:58,4/21/2016 22:41,2,-73.98004913,40.76560974,-74.17752075,40.69047928,N,2604
id1451154,2,1/2/2016 22:41,1/2/2016 22:58,1,-73.996521,40.75320053,-73.98956299,40.71899033,N,1066
id1341596,1,2/15/2016 1:19,2/15/2016 1:24,3,-73.9974823,40.72132492,-73.98995209,40.73425674,N,313
id1485254,2,1/15/2016 20:45,1/15/2016 20:53,1,-73.99841309,40.73506165,-73.98724365,40.75046158,N,479
id1347817,2,2/18/2016 21:53,2/18/2016 22:00,2,-73.98562622,40.74695206,-73.98768616,40.73271561,N,454
id0603506,2,5/26/2016 9:25,5/26/2016 9:36,2,-74.01422882,40.71173859,-74.00688171,40.75141525,N,682
id3478377,1,3/12/2016 8:05,3/12/2016 8:11,1,-73.98230743,40.77761459,-73.96895599,40.7673378,N,331
id2028543,2,4/22/2016 9:11,4/22/2016 9:34,2,-73.9671402,40.78821945,-73.9815979,40.77959061,N,1345
id1427095,2,4/7/2016 12:26,4/7/2016 12:44,1,-73.98938751,40.74829865,-73.97486877,40.74175644,N,1069
id0939928,1,2/24/2016 11:26,2/24/2016 11:32,1,-74.00102997,40.72589874,-74.01068115,40.71738052,N,336
id3376479,1,3/7/2016 14:13,3/7/2016 14:19,1,-73.96903992,40.80097961,-73.9667511,40.78921127,N,378
id2858298,2,3/16/2016 9:14,3/16/2016 9:31,1,-73.99200439,40.74407578,-73.9806366,40.76581955,N,1023
id1997181,2,6/10/2016 0:14,6/10/2016 0:22,1,-73.99440765,40.72299957,-73.98796082,40.72076035,N,457
id3534040,2,6/12/2016 1:17,6/12/2016 1:20,1,-73.98866272,40.72243881,-73.98687744,40.72119141,N,136
id3398399,1,2/4/2016 16:53,2/4/2016 17:23,3,-74.01377869,40.71656418,-73.95954132,40.77112579,N,1752
id3385659,1,1/9/2016 4:35,1/9/2016 4:42,1,-73.98973083,40.72951508,-73.99089813,40.75031281,N,425
id2793964,1,4/18/2016 3:49,4/18/2016 4:04,1,-73.98605347,40.72222137,-73.9620285,40.68236542,N,895
id0452342,2,5/20/2016 11:42,5/20/2016 11:45,1,-73.96781158,40.76004028,-73.96102905,40.76916122,N,198
id2875555,1,6/14/2016 17:53,6/14/2016 18:07,1,-73.97009277,40.74930573,-73.98284912,40.72813034,N,822
id3919587,2,1/19/2016 8:34,1/19/2016 8:38,1,-73.9861908,40.75632858,-73.97814941,40.75241089,N,253
id3530127,1,6/1/2016 12:49,6/1/2016 13:55,2,-73.7818985,40.64467621,-73.9839325,40.75712967,N,3988
id0307794,1,2/20/2016 9:27,2/20/2016 9:35,1,-73.96939087,40.76102448,-73.98125458,40.76896667,N,450
id1207721,2,4/5/2016 20:54,4/5/2016 21:05,6,-74.0007782,40.7210083,-74.00778961,40.74052048,N,687
id0535120,1,4/6/2016 15:37,4/6/2016 15:45,1,-73.94960022,40.77231598,-73.94339752,40.77677155,N,521
id0122712,1,1/1/2016 16:18,1/1/2016 16:30,4,-74.01438904,40.7139473,-73.99797058,40.71798706,N,702
id3657836,1,4/5/2016 17:54,4/5/2016 18:04,1,-73.99226379,40.73857498,-74.00022125,40.72528839,N,620
id3402612,1,3/25/2016 6:34,3/25/2016 6:41,1,-73.96743011,40.77189636,-73.95560455,40.76590729,N,417
id1299409,1,2/21/2016 9:33,2/21/2016 9:52,1,-73.87281036,40.77431488,-73.98256683,40.72742462,N,1127
id2530516,2,2/12/2016 21:05,2/12/2016 21:15,2,-73.99001312,40.73907852,-74.002388,40.75019836,N,571
id1627889,1,5/21/2016 7:35,5/21/2016 7:38,1,-73.95761871,40.77680969,-73.96982574,40.76073456,N,192
id1538217,2,2/23/2016 23:56,2/24/2016 0:09,1,-73.99369049,40.7203331,-73.95006561,40.72817612,N,793
id1187202,2,4/17/2016 14:05,4/17/2016 14:18,1,-73.9859314,40.74084091,-73.96621704,40.76723099,N,791
id1453075,2,5/9/2016 6:51,5/9/2016 7:12,1,-73.88433075,40.74451828,-73.93691254,40.84891891,N,1230
id0290857,1,3/29/2016 5:42,3/29/2016 5:46,1,-74.00367737,40.74819946,-73.99176788,40.74439621,N,199
id0990915,1,3/21/2016 8:48,3/21/2016 9:12,1,-74.00582123,40.70586395,-73.97206116,40.74580383,N,1464
id3402826,1,3/8/2016 22:43,3/8/2016 23:05,1,-73.99675751,40.72314453,-73.98108673,40.77337646,N,1286
id3729445,1,4/5/2016 4:33,4/5/2016 4:52,1,-73.99970245,40.7384758,-73.92749023,40.69710922,N,1150
id0751267,2,3/25/2016 15:49,3/25/2016 16:05,1,-73.99419403,40.7351532,-73.98477173,40.72143555,N,976
id2429203,1,5/4/2016 13:23,5/4/2016 13:35,1,-73.95428467,40.76393127,-73.96553802,40.76272583,N,684
id1862767,1,1/4/2016 8:27,1/4/2016 8:34,2,-73.99163818,40.74946594,-73.98596954,40.74250031,N,362
id0164114,2,4/17/2016 18:30,4/17/2016 18:52,1,-73.98834229,40.74898148,-73.93518066,40.75539017,N,1370
id2917773,1,6/17/2016 16:53,6/17/2016 17:14,2,-73.96213531,40.77931595,-73.97360229,40.75516129,N,1252
id2880399,1,4/13/2016 6:57,4/13/2016 7:02,1,-73.9510498,40.78274918,-73.9397049,40.80397034,N,294
id3446667,1,5/8/2016 21:04,5/8/2016 21:08,2,-73.99680328,40.72558975,-74.00532532,40.72852707,N,250
id2987193,1,4/20/2016 12:28,4/20/2016 13:01,1,-73.98594666,40.75162125,-74.00134277,40.71733093,N,1998
id2922365,2,6/11/2016 20:28,6/11/2016 20:34,5,-73.95605469,40.7719574,-73.97586823,40.7449379,N,415
id2372190,1,4/23/2016 23:46,4/23/2016 23:54,1,-74.00139618,40.73116684,-73.99839783,40.72481155,N,462
id2172465,2,2/20/2016 1:19,2/20/2016 1:27,5,-73.99204254,40.76963043,-73.98827362,40.74837875,N,509
id1758822,1,6/19/2016 5:28,6/19/2016 5:43,1,-73.98542023,40.74729919,-73.99292755,40.71459198,N,878
id2950504,1,1/31/2016 17:53,1/31/2016 18:01,1,-73.99198151,40.73801041,-73.99849701,40.74531555,N,484
id3515173,2,4/29/2016 12:12,4/29/2016 12:15,3,-73.95571899,40.76802826,-73.95220184,40.77297974,N,162
id1582433,2,5/19/2016 1:56,5/19/2016 2:02,1,-73.98465729,40.74599075,-73.98626709,40.7600708,N,353
id3946384,2,6/25/2016 15:25,6/25/2016 16:06,1,-73.98234558,40.76253891,-74.01704407,40.67572784,N,2444
id1146860,2,4/5/2016 21:30,4/5/2016 21:44,6,-73.97606659,40.75951004,-73.99868011,40.73410034,N,847
id1486856,1,2/12/2016 1:42,2/12/2016 1:51,1,-73.86286926,40.76882935,-73.89115143,40.74682236,N,542
id1090243,2,5/5/2016 15:34,5/5/2016 15:41,5,-73.9733429,40.75011063,-73.98634338,40.73688126,N,424
id2196357,2,5/29/2016 15:30,5/29/2016 15:44,2,-73.97251892,40.76507568,-73.9865799,40.747612,N,803
id2029952,1,2/28/2016 14:25,2/28/2016 14:51,1,-73.78949738,40.6452179,-73.87276459,40.77429581,N,1529
id1549207,2,3/30/2016 8:55,3/30/2016 9:10,5,-73.96376038,40.77093887,-73.96621704,40.75355148,N,936
id1163775,1,2/17/2016 21:55,2/17/2016 22:00,1,-73.99412537,40.75120544,-73.98501587,40.75937653,N,296
id3637142,2,5/10/2016 19:12,5/10/2016 19:21,1,-73.96612549,40.76493073,-73.97409821,40.75378036,N,496
id1859436,1,1/25/2016 20:22,1/25/2016 20:36,1,-73.99409485,40.75134659,-73.97393036,40.7840271,N,835
id0087539,2,3/30/2016 8:13,3/30/2016 8:22,1,-73.97286224,40.75592422,-73.97750092,40.76328659,N,538
id3795581,1,4/4/2016 14:48,4/4/2016 14:50,1,-73.97647095,40.78099823,-73.98125458,40.77437973,N,145
id2700640,1,3/31/2016 22:13,3/31/2016 22:16,1,-73.98285675,40.7352829,-73.98911285,40.73015213,N,217
id2782159,2,6/19/2016 10:11,6/19/2016 10:24,2,-73.9732132,40.75783157,-73.98529053,40.78139114,N,763
id0729656,2,5/4/2016 8:48,5/4/2016 9:03,1,-73.99163055,40.75001907,-73.97872925,40.75104141,N,899
id0550680,1,2/13/2016 5:11,2/13/2016 5:40,1,-74.00724792,40.74114609,-73.81199646,40.73022461,N,1784
id1941967,2,3/23/2016 23:53,3/24/2016 0:07,1,-73.98870087,40.75690842,-73.98986053,40.72555542,N,832
id1632892,2,5/16/2016 15:58,5/16/2016 16:08,6,-73.98075867,40.74779892,-73.97305298,40.75939941,N,621
id2445059,2,3/26/2016 14:33,3/26/2016 14:49,1,-73.99615479,40.72351074,-73.97412109,40.76143265,N,972
id2911294,2,3/19/2016 2:27,3/19/2016 2:35,2,-73.96790314,40.7558403,-73.99347687,40.75484085,N,512
id1778755,1,5/27/2016 19:44,5/27/2016 19:54,1,-74.00596619,40.72651291,-73.99217987,40.72742462,N,591
id3012438,2,4/22/2016 8:04,4/22/2016 8:19,1,-73.99126434,40.75056839,-74.00862122,40.70733261,N,910
id1117701,1,5/10/2016 9:04,5/10/2016 9:11,1,-73.77674866,40.645298,-73.8031311,40.67968369,N,444
id2042732,1,5/7/2016 20:32,5/7/2016 20:53,1,-73.98905182,40.74464035,-73.9585495,40.7428627,N,1252
id0215558,1,4/29/2016 9:36,4/29/2016 9:46,1,-73.96858215,40.76734543,-73.94963837,40.77272034,N,560
id0457119,1,4/23/2016 5:10,4/23/2016 5:25,1,-73.96695709,40.75683975,-73.86587524,40.77116776,N,889
id2410379,1,4/28/2016 13:16,4/28/2016 13:16,1,-73.9829483,40.7712059,-73.98306274,40.77111053,N,10
id2249782,2,5/13/2016 22:41,5/13/2016 22:52,1,-73.98872375,40.76385117,-73.99849701,40.74219131,N,643
id3157981,1,5/29/2016 18:43,5/29/2016 18:53,1,-73.9919281,40.72938538,-73.97837067,40.75146484,N,590
id1359330,2,1/5/2016 22:03,1/5/2016 22:06,1,-73.99060822,40.7611618,-73.99748993,40.75637817,N,139
id2074835,1,3/9/2016 11:24,3/9/2016 11:42,1,-73.9822998,40.77545929,-73.94078827,40.83957672,N,1075
id2340378,1,5/15/2016 14:02,5/15/2016 14:15,1,-74.00218964,40.71953583,-73.99179077,40.73199463,N,769
id2914549,1,2/10/2016 9:58,2/10/2016 10:08,1,-73.97536469,40.75206757,-73.9749527,40.74177551,N,589
id2776425,1,5/16/2016 14:09,5/16/2016 14:11,1,-73.95497131,40.76904678,-73.94956207,40.77648163,N,159
id3156155,1,2/16/2016 21:05,2/16/2016 21:18,1,-73.98322296,40.77335358,-73.9473877,40.77252579,N,758
id3247246,1,5/2/2016 6:01,5/2/2016 6:06,1,-73.99443054,40.75120163,-73.99855042,40.76010895,N,309
id2752234,2,6/28/2016 3:52,6/28/2016 3:54,1,-73.98156738,40.74993134,-73.985672,40.75646973,N,142
id3171083,2,6/19/2016 2:41,6/19/2016 3:09,1,-73.98560333,40.71801376,-73.93580627,40.85679245,N,1695
id3896419,2,4/17/2016 22:03,4/17/2016 22:22,1,-73.86296082,40.76881027,-73.97267914,40.75598907,N,1154
id1430419,2,2/18/2016 17:45,2/18/2016 17:52,2,-73.99365997,40.75199127,-73.98635101,40.75402069,N,398
id0126462,2,5/18/2016 18:02,5/18/2016 18:14,2,-73.99433136,40.75595093,-73.99816895,40.73628998,N,766
id2249176,2,4/14/2016 7:30,4/14/2016 7:50,1,-73.99252319,40.76334763,-73.99364471,40.72723389,N,1217
id3610716,1,5/15/2016 12:01,5/15/2016 12:11,1,-74.00449371,40.72417068,-73.98075104,40.75933838,N,645
id2882502,2,3/21/2016 22:05,3/21/2016 22:21,1,-73.99584198,40.76808929,-73.97705841,40.74977875,N,991
id3083096,2,5/18/2016 9:28,5/18/2016 9:35,1,-73.99320984,40.74776077,-73.98655701,40.73416519,N,435
id2152458,1,3/7/2016 15:23,3/7/2016 15:32,1,-73.96640778,40.76790619,-73.96864319,40.75665283,N,555
id3549595,1,6/29/2016 10:33,6/29/2016 10:50,1,-73.97879791,40.76393127,-73.99150848,40.74249649,N,1025
id3258474,1,5/19/2016 13:48,5/19/2016 14:03,1,-73.97782898,40.75746918,-73.99219513,40.74869537,N,913
id3129778,1,4/28/2016 12:51,4/28/2016 12:54,1,-73.96977234,40.75899887,-73.96157074,40.76524353,N,223
id2940399,2,2/13/2016 13:15,2/13/2016 13:27,2,-73.96009064,40.76198959,-73.98217773,40.73028183,N,705
id0609778,1,4/19/2016 20:12,4/19/2016 20:27,1,-73.99490356,40.69057465,-74.02684784,40.63512802,N,929
id3429777,1,6/24/2016 11:44,6/24/2016 11:57,1,-73.980896,40.74498367,-73.98205566,40.75672531,N,765
id3406639,2,5/12/2016 21:25,5/12/2016 21:39,2,-73.98506927,40.76913071,-74.00292206,40.73339844,N,844
id0530190,1,5/27/2016 18:30,5/27/2016 18:46,1,-73.9774704,40.78712082,-73.95380402,40.81146622,N,951
id3622739,2,2/11/2016 7:40,2/11/2016 7:55,2,-73.98275757,40.78224564,-73.94074249,40.80560684,N,941
id2860081,1,3/7/2016 14:59,3/7/2016 15:03,1,-73.98345947,40.73900986,-73.98922729,40.73004913,N,230
id3172937,2,3/10/2016 13:20,3/10/2016 13:30,3,-73.9582901,40.76970291,-73.97900391,40.7722702,N,572
id3601576,1,4/21/2016 8:50,4/21/2016 8:58,1,-73.99354553,40.74717331,-74.00565338,40.74107361,N,463
id3820806,2,1/15/2016 21:59,1/15/2016 22:19,6,-73.99015045,40.72890854,-73.95593262,40.77212906,N,1236
id3948724,1,4/27/2016 16:48,4/27/2016 16:58,1,-73.96385193,40.77439117,-73.94907379,40.77337646,N,572
id0284846,1,2/16/2016 15:10,2/16/2016 15:19,1,-73.96512604,40.75915527,-73.95386505,40.77802277,N,551
id2674193,2,5/18/2016 20:34,5/18/2016 21:04,1,-73.99710846,40.72210693,-73.97678375,40.76488876,N,1833
id2389487,1,6/28/2016 23:00,6/28/2016 23:19,2,-73.9799118,40.75477982,-74.0069809,40.71524811,N,1162
id2136142,2,1/4/2016 12:56,1/4/2016 13:12,1,-73.96707916,40.76374435,-73.9821167,40.76259232,N,997
id0654440,1,5/13/2016 15:54,5/13/2016 16:18,1,-73.97764587,40.7383194,-73.95035553,40.77541351,N,1413
id0375916,2,1/4/2016 12:20,1/4/2016 12:43,6,-73.87480927,40.77388,-73.99482727,40.74510956,N,1420
id1525737,2,5/15/2016 1:33,5/15/2016 1:50,1,-73.98569489,40.76316833,-73.97458649,40.74222183,N,996
id1630770,2,6/5/2016 12:31,6/5/2016 12:43,1,-73.97577667,40.7414093,-73.9835434,40.72375107,N,742
id3203247,1,3/11/2016 12:48,3/11/2016 12:55,1,-73.9525528,40.76660156,-73.95344543,40.77858734,N,399
id3966490,1,6/12/2016 3:11,6/12/2016 3:21,2,-73.97006989,40.75684738,-73.91999817,40.74514771,N,596
id1869703,2,4/2/2016 0:10,4/2/2016 0:23,1,-73.99274445,40.7239418,-73.97937012,40.68288422,N,759
id2938096,2,2/21/2016 2:03,2/21/2016 2:23,5,-74.00208282,40.71931076,-73.95254517,40.77250671,N,1187
id3790779,2,2/18/2016 4:43,2/18/2016 5:07,1,-73.98694611,40.76663208,-73.87897491,40.84523392,N,1456
id0887173,1,4/2/2016 2:02,4/2/2016 2:20,1,-73.99147034,40.73553467,-73.94831848,40.78907013,N,1086
id2951008,2,2/13/2016 11:57,2/13/2016 12:04,6,-74.00351715,40.73258972,-74.00075531,40.7239151,N,449
id1231193,1,3/22/2016 20:21,3/22/2016 20:28,1,-73.99381256,40.71802139,-74.00835419,40.72270966,N,399
id3999118,2,6/28/2016 9:53,6/28/2016 9:57,1,-73.95733643,40.77426147,-73.96199036,40.77064133,N,242
id3994687,1,5/1/2016 12:38,5/1/2016 12:58,1,-73.9901123,40.7570343,-73.98880005,40.73873138,N,1178
id0222660,2,6/23/2016 18:17,6/23/2016 18:28,6,-73.96868896,40.76401138,-73.94854736,40.77388,N,633
id0850885,1,5/7/2016 17:16,5/7/2016 17:38,1,-74.00189972,40.7336235,-73.96485901,40.77412033,N,1341
id2604903,2,2/28/2016 19:19,2/28/2016 19:26,3,-73.99068451,40.71832657,-73.98843384,40.73477936,N,375
id1144647,1,2/11/2016 7:12,2/11/2016 7:22,1,-73.96360779,40.79322433,-73.9841156,40.76171875,N,557
id1159093,2,3/29/2016 13:15,3/29/2016 13:47,1,-73.99549866,40.68783951,-73.99233246,40.74340057,N,1902
id3709102,2,3/19/2016 16:36,3/19/2016 16:40,2,-73.97724152,40.78968048,-73.9640274,40.80804825,N,267
id2803276,2,3/28/2016 11:30,3/28/2016 12:30,3,-73.78355408,40.64864349,-73.99692535,40.73246765,N,3569
id1616002,1,5/29/2016 18:19,5/29/2016 18:28,1,-73.98196411,40.76383209,-73.98990631,40.7517395,N,483
id2961388,1,6/24/2016 19:51,6/24/2016 20:08,1,-73.98436737,40.73696899,-73.99108887,40.7557869,N,995
id0012218,2,1/16/2016 2:39,1/16/2016 2:54,2,-73.98929596,40.71881104,-74.00165558,40.73079681,N,861
id2106742,1,4/26/2016 8:22,4/26/2016 8:27,1,-73.98938751,40.73591232,-73.99331665,40.7430954,N,256
id3212083,1,2/20/2016 16:01,2/20/2016 16:09,3,-74.00367737,40.74814224,-74.00479889,40.73439026,N,482
id3297989,1,4/29/2016 9:30,4/29/2016 9:33,1,-74.0050354,40.73737717,-73.99953461,40.74375916,N,196
id2065350,2,4/30/2016 23:45,4/30/2016 23:56,1,-73.97901154,40.72391891,-73.99382019,40.73286819,N,647
id0032468,2,4/17/2016 12:38,4/17/2016 12:45,5,-73.95451355,40.76996994,-73.95336914,40.78025818,N,441
id2660842,1,4/8/2016 19:42,4/8/2016 19:54,1,-73.99991608,40.73813629,-73.98927307,40.73083878,N,723
id3633371,1,3/15/2016 21:40,3/15/2016 21:45,2,-73.96813965,40.76544189,-73.95774841,40.78237152,N,274
id3972530,1,4/13/2016 19:28,4/13/2016 19:37,1,-74.00878143,40.71109772,-73.98976135,40.71264267,N,524
id2698252,1,2/8/2016 15:52,2/8/2016 16:02,1,-73.97640228,40.74820709,-73.9606781,40.76649857,N,571
id3184427,1,5/7/2016 11:57,5/7/2016 12:20,1,-74.01242828,40.71139145,-73.97737885,40.75865173,N,1381
id2458143,1,2/28/2016 4:59,2/28/2016 5:05,1,-73.95198822,40.79030228,-73.94454193,40.77954865,N,390
id1444943,1,5/31/2016 17:13,5/31/2016 17:53,1,-74.00865173,40.70435715,-73.98473358,40.77170563,N,2393
id0177340,2,5/3/2016 18:45,5/3/2016 19:06,3,-74.00759125,40.72452164,-73.96761322,40.75600052,N,1298
id2911151,2,5/1/2016 5:42,5/1/2016 5:57,5,-74.00254059,40.72899628,-73.94098663,40.79953384,N,922
id2939607,1,6/22/2016 7:25,6/22/2016 7:36,1,-73.99407196,40.75119019,-74.00854492,40.7455101,N,608
id2741085,2,6/24/2016 9:08,6/24/2016 9:38,1,-73.95353699,40.78123856,-73.98710632,40.69757843,N,1781
id0567187,1,4/11/2016 8:34,4/11/2016 8:52,1,-73.96015167,40.76200104,-74.01465607,40.71084976,N,1137
id1014037,2,5/26/2016 15:58,5/26/2016 16:02,1,-73.95600128,40.77972794,-73.95506287,40.7731781,N,225
id1962907,1,3/22/2016 20:33,3/22/2016 20:40,1,-73.99940491,40.73864365,-73.99488831,40.74214172,N,388
id0115810,1,3/4/2016 5:21,3/4/2016 5:29,1,-73.94992065,40.78520966,-73.98118591,40.76821518,N,493
id1026907,2,4/9/2016 20:27,4/9/2016 20:39,1,-73.97516632,40.7591362,-73.98124695,40.74036407,N,724
id2994643,2,6/10/2016 14:33,6/10/2016 14:48,2,-74.00283051,40.73329163,-74.01208496,40.70741653,N,897
id1625968,1,2/12/2016 20:04,2/12/2016 20:30,1,-73.99056244,40.75622177,-74.00449371,40.70724869,N,1540
id2856176,1,4/17/2016 9:25,4/17/2016 9:47,2,-73.97934723,40.77685928,-74.01229858,40.72062683,N,1302
id3921842,2,5/6/2016 7:04,5/6/2016 7:21,1,-73.94519806,40.80233383,-73.98078156,40.75743866,N,1067
id3729907,2,6/7/2016 11:00,6/7/2016 11:10,1,-73.95175934,40.78202057,-73.96965027,40.79468155,N,588
id3090749,2,1/8/2016 16:30,1/8/2016 16:42,1,-73.99159241,40.74939728,-73.99360657,40.76634598,N,690
id3950401,1,6/2/2016 9:35,6/2/2016 9:48,1,-73.98838043,40.77856064,-73.97958374,40.76435852,N,801
id1062338,2,6/13/2016 9:15,6/13/2016 9:17,1,-73.95349884,40.7786293,-73.94580078,40.78055954,N,86
id1874558,2,6/28/2016 8:14,6/28/2016 8:23,1,-73.95610809,40.81896973,-73.9344101,40.85118103,N,543
id1229502,1,3/1/2016 7:42,3/1/2016 8:08,1,-73.98194885,40.77584076,-74.01360321,40.71531296,N,1568
id0101006,2,6/15/2016 12:59,6/15/2016 13:36,1,-73.97992706,40.76081848,-73.87342834,40.77416611,N,2211
id2719194,2,1/2/2016 2:00,1/2/2016 2:04,5,-73.99966431,40.728508,-73.99197388,40.72569656,N,238
id0471045,1,5/13/2016 19:33,5/13/2016 19:55,1,-73.97789764,40.76460266,-74.00454712,40.74214554,N,1304
id3855031,2,2/22/2016 19:43,2/22/2016 19:51,1,-73.98425293,40.74433517,-73.99292755,40.75265503,N,506
id3033911,1,5/23/2016 15:58,5/23/2016 16:29,2,-74.00173187,40.72849655,-73.97421265,40.78308487,N,1887
